Boss,Character,Profile,Floor,Seed,Result,Virtual seconds,Player HP %,Abilities,Normal damage %,Heavy damage %,DoT damage %,RoomTick damage %
"Страж","sasha",poor,4,19,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,20,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,21,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,22,Defeat,7.02,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,23,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,24,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,25,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,26,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,27,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,28,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,29,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",poor,4,30,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,1,Victory,9.00,56.33,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,2,Victory,9.58,60.82,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,3,Victory,8.76,64.08,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,4,Victory,9.42,55.92,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,5,Victory,9.92,59.59,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,6,Victory,9.08,63.27,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,7,Victory,10.04,53.06,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,8,Victory,9.54,58.78,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,9,Victory,9.50,56.33,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,10,Victory,9.06,62.45,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,11,Victory,9.78,59.18,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,12,Victory,9.74,56.33,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,13,Victory,9.18,65.31,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,14,Victory,9.48,58.37,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,15,Victory,9.50,56.33,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,16,Victory,9.48,57.55,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,17,Victory,9.08,64.08,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,18,Victory,9.42,53.06,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,19,Victory,9.24,60.00,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,20,Victory,9.76,58.37,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,21,Victory,9.10,60.41,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,22,Victory,9.46,56.33,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,23,Victory,9.14,66.12,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,24,Victory,10.16,55.92,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,25,Victory,9.50,57.14,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,26,Victory,10.10,55.92,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,27,Victory,9.44,55.51,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,28,Victory,9.48,57.55,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,29,Victory,9.18,64.90,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",mid,4,30,Victory,9.44,59.18,"Страж поднимает щит:2",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,1,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,2,Victory,3.52,96.64,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,3,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,4,Victory,3.54,96.94,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,5,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,6,Victory,3.54,97.25,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,7,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,8,Victory,3.54,97.25,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,9,Victory,3.52,95.72,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,10,Victory,3.54,97.25,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,11,Victory,3.52,95.72,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,12,Victory,2.36,98.17,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,13,Victory,3.52,96.02,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,14,Victory,3.54,97.25,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,15,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,16,Victory,3.54,96.94,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,17,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,18,Victory,3.54,96.64,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,19,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,20,Victory,2.36,98.17,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,21,Victory,3.52,96.33,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,22,Victory,3.54,96.94,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,23,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,24,Victory,3.54,97.25,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,25,Victory,3.52,96.02,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,26,Victory,3.54,97.25,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,27,Victory,3.52,96.33,"",100.00,0.00,0.00,0.00
"Страж","sasha",rich,4,28,Victory,2.36,98.17,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,29,Victory,2.36,98.17,"",0.00,0.00,0.00,0.00
"Страж","sasha",rich,4,30,Victory,3.54,96.94,"",100.00,0.00,0.00,0.00
"Страж","jennifer",poor,5,1,Defeat,15.02,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",83.00,17.00,0.00,0.00
"Страж","jennifer",poor,5,2,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,3,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,4,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",85.00,15.00,0.00,0.00
"Страж","jennifer",poor,5,5,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,6,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",81.00,19.00,0.00,0.00
"Страж","jennifer",poor,5,7,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",87.00,13.00,0.00,0.00
"Страж","jennifer",poor,5,8,Defeat,15.02,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,9,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",83.00,17.00,0.00,0.00
"Страж","jennifer",poor,5,10,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,11,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",80.00,20.00,0.00,0.00
"Страж","jennifer",poor,5,12,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",85.00,15.00,0.00,0.00
"Страж","jennifer",poor,5,13,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,14,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",82.00,18.00,0.00,0.00
"Страж","jennifer",poor,5,15,Defeat,15.02,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,16,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,17,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",84.00,16.00,0.00,0.00
"Страж","jennifer",poor,5,18,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,19,Defeat,15.02,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",81.00,19.00,0.00,0.00
"Страж","jennifer",poor,5,20,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",86.00,14.00,0.00,0.00
"Страж","jennifer",poor,5,21,Defeat,15.02,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,22,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",83.00,17.00,0.00,0.00
"Страж","jennifer",poor,5,23,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,24,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,25,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",85.00,15.00,0.00,0.00
"Страж","jennifer",poor,5,26,Defeat,15.02,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,27,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",81.00,19.00,0.00,0.00
"Страж","jennifer",poor,5,28,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",87.00,13.00,0.00,0.00
"Страж","jennifer",poor,5,29,Defeat,15.84,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",79.00,21.00,0.00,0.00
"Страж","jennifer",poor,5,30,Defeat,16.68,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",83.00,17.00,0.00,0.00
"Страж","jennifer",mid,5,1,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,2,Victory,15.34,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,3,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,4,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,5,Victory,15.96,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,6,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,7,Victory,15.34,100.00,"Сокрушительный замах:1; Страж поднимает щит:2",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,8,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,9,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,10,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,11,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,12,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,13,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,14,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,15,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,16,Victory,16.08,100.00,"Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,17,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,18,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,19,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,20,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,21,Victory,14.72,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,22,Victory,16.08,100.00,"Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,23,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,24,Victory,17.48,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,25,Victory,16.08,100.00,"Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,26,Victory,15.96,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,27,Victory,17.48,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,28,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,29,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",mid,5,30,Victory,16.08,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,1,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,2,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,3,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,4,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,5,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,6,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,7,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,8,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,9,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,10,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,11,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,12,Victory,2.26,100.00,"Страж поднимает щит:1",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,13,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,14,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,15,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,16,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,17,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,18,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,19,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,20,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,21,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,22,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,23,Victory,2.72,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,24,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,25,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,26,Victory,2.26,100.00,"Страж поднимает щит:1",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,27,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,28,Victory,2.26,100.00,"Страж поднимает щит:1",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,29,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","jennifer",rich,5,30,Victory,2.26,100.00,"",0.00,0.00,0.00,0.00
"Страж","violet",poor,5,1,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",94.67,5.33,0.00,0.00
"Страж","violet",poor,5,2,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",74.67,25.33,0.00,0.00
"Страж","violet",poor,5,3,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,4,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",92.00,8.00,0.00,0.00
"Страж","violet",poor,5,5,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",93.33,6.67,0.00,0.00
"Страж","violet",poor,5,6,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,7,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",85.33,14.67,0.00,0.00
"Страж","violet",poor,5,8,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,9,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",84.00,16.00,0.00,0.00
"Страж","violet",poor,5,10,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,11,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,12,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",97.33,2.67,0.00,0.00
"Страж","violet",poor,5,13,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",96.00,4.00,0.00,0.00
"Страж","violet",poor,5,14,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,15,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,16,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,17,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,18,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",81.33,18.67,0.00,0.00
"Страж","violet",poor,5,19,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,20,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",84.00,16.00,0.00,0.00
"Страж","violet",poor,5,21,Defeat,8.06,0.00,"Страж поднимает щит:1; Тяжёлый замах:1",77.33,22.67,0.00,0.00
"Страж","violet",poor,5,22,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,23,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,24,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,25,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,26,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,27,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,28,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,29,Defeat,6.68,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",poor,5,30,Defeat,7.52,0.00,"Страж поднимает щит:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,1,Victory,20.22,81.33,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",28.57,71.43,0.00,0.00
"Страж","violet",mid,5,2,Victory,18.94,98.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,3,Victory,20.22,98.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,4,Victory,19.38,81.33,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",42.86,57.14,0.00,0.00
"Страж","violet",mid,5,5,Victory,19.38,98.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,6,Victory,20.22,82.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,7,Victory,20.64,68.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",58.33,41.67,0.00,0.00
"Страж","violet",mid,5,8,Victory,20.64,96.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,100.00,0.00,0.00
"Страж","violet",mid,5,9,Victory,19.80,98.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,10,Victory,20.22,88.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",33.33,66.67,0.00,0.00
"Страж","violet",mid,5,11,Victory,20.64,96.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,12,Victory,19.80,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","violet",mid,5,13,Victory,20.22,92.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,14,Victory,18.94,76.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",44.44,55.56,0.00,0.00
"Страж","violet",mid,5,15,Victory,20.22,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","violet",mid,5,16,Victory,20.22,76.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",50.00,50.00,0.00,0.00
"Страж","violet",mid,5,17,Victory,18.94,97.33,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
"Страж","violet",mid,5,18,Victory,20.22,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","violet",mid,5,19,Victory,20.22,80.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",60.00,40.00,0.00,0.00
"Страж","violet",mid,5,20,Victory,19.38,98.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,100.00,0.00,0.00
"Страж","violet",mid,5,21,Victory,19.38,88.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",44.44,55.56,0.00,0.00
"Страж","violet",mid,5,22,Victory,20.22,93.33,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",80.00,20.00,0.00,0.00
"Страж","violet",mid,5,23,Victory,19.80,100.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",0.00,0.00,0.00,0.00
"Страж","violet",mid,5,24,Victory,19.38,86.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",40.00,60.00,0.00,0.00
"Страж","violet",mid,5,25,Victory,19.38,90.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",28.57,71.43,0.00,0.00
"Страж","violet",mid,5,26,Victory,19.38,86.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",40.00,60.00,0.00,0.00
"Страж","violet",mid,5,27,Victory,20.22,72.00,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",52.38,47.62,0.00,0.00
"Страж","violet",mid,5,28,Victory,20.22,98.67,"Сокрушительный замах:1; Страж поднимает щит:2; Тяжёлый замах:1",100.00,0.00,0.00,0.00
